,title,hits
437,IVE 아이브 PHOTOSHOOT 'I've IVE' - 비하인드 #1 PREVIEW #Shorts,153265
371,[아이브] 갑자기 노래 불러달래서 고장난 리즈ㅋㅋㅋㅋㅋ,152779
402,아이브의 장기자랑 타임 #Shorts,151016
11,용암보다 사람이 더 위험한 아포칼립스 생존기,150427
171,장원영이 아이브 데뷔 초에 비해 달라진 점 ㄷㄷ,150013
90,IVE - 'I AM' dance Mirror mode 아이브 아이엠 안무 거울모드,148697
336,아이브 'WAVE' 안무 느리게 배울 사람?🙋🏼‍♀️ 거울모드 IVE WAVE Dance slow mirror #ive #dance #shorts,147980
306,IVE 아이브 'NANANA' MV,147617
339,자존감 빵빵하게 채워주는 아이브의 I AM🎵 @IVEstarship #shorts #THEKPOP #THESHOW,146599
333,[아이브 안유진] 영석이형 과거 feat. 스물아홉 나영석(미혼),143366
193,IVE 아이브 'LIAR' MV,141336
498,[Special Clip] IVE 아이브 2022 New Year's Greetings,141015
528,[MPD직캠] 아이브 가을 직캠 4K 'Kitsch' (IVE GAEUL FanCam) | @MCOUNTDOWN_2023.4.13,140760
472,세뱃돈 저축으로 장만한 새 차 (ft.상황극) #Shorts,139419
362,[K-Fancam] 아이브 리즈 직캠 'I AM' (IVE LIZ Fancam) @MusicBank 230421,138649
64,[아이브 장원영] 이거 어떻게 해~!!!,138447
345,(50분) ＂ 인사 안하면 기분 나빠 ＂ 최소 편집자보다 한국어 잘함ㅋㅋ 여자아이돌 외국멤 보다보니 어느새 K-패치 완성★｜아는형님｜JTBC 230429 방송 외,134255
505,아이브의 도토리 주크박스 #shorts,125249
183,IVE(아이브) - I AM 교차편집(stage mix),125192
118,IVE (아이브) THE FIRST FAN CONCERT IN MANILA FULL CONCERT HIGHLIGHTS FANCAM,124963
411,공포 체험하다가 뿌앵ㅠ 아이브 최강 겁보 리즈 #Shorts,124702
68,[MIRRORED] IVE(아이브) - I AM(아이엠) Dance Cover 커버댄스 거울모드 안무,119858
485,아이브 광란의 댄스타임🪩 #shorts,118294
350,아이브 쉬는 시간 #shorts,112609
201,'아이브' 무대의상 똑같이 따라 입어보기?!💘 I AM+키치 폼 미쵸따!!🤩,112347
39,IVE (아이브) - Shine With Me (1 HOUR LOOP) Lyrics | 1시간 가사,111874
255,아이브 일본 앨범 ‘𝑾𝑨𝑽𝑬’ 앨범깡🌹 레이 일본 포카 세트로 구매했다❤️‍🔥⁼³₌₃ (+소니뮤직 포카도 구매해서 배송 오는 중!!),111018
436,[아이브] 틀리면 큰일나는 안무ㄷㄷㄷ (feat. 폭죽) | IVE - After LIKE,108985
569,'Kitsch' & 'I AM' 첫주 BEHIND #1 PREVIEW #Shorts,108347
368,아이브 장원영 포카포장 #포카 #아이브 #다이브 #아이브원영#포장,106842
190,미니브 팝업스토어에 다녀왔어요♡ 대기줄 ㅎㄷㄷ😱 | 아이브 | 미니브파크 | 별별세상,102444
257,살빼고 일레븐때로 돌아온 아이브 리즈 #shorts,99756
477,애플이랑 뽀야미 왔어요〰 #Shorts,97754
501,'찰떡콩떡 핑크 찹쌀떡' 레이 완벽해~🎀 #Shorts,97175
377,🥕아이브 파파존스 포카 사기당한거 복수 사기극 컨셉tv,96739
133,아이브2탄 아이엠 랜덤그리기 3편 IVE-IAM,96665
330,다들 아이브 최애는 누구?💛아이브 최애 체크✅ #추천 #삐야기 #잼못타 #ZEPETO #로블록스 #제페토 #점프맵,95254
219,아이브 삭제된 장면 ㄹㅈㄷ ㅋㅋㅋㅋㅋㅋ,94599
208,아이브 뮤비 실물 과 현실 실물 수준 ?(장원영 안유지 레이 가을 이서 리즈)'I AM' MV,92371
325,아이브동요 부르는 레이 ㅋㅋ,92223
468,과몰입하다 찐텐나온 안댕댕 #Shorts,91508
267,[페이스캠4K] 아이브 장원영 'I AM' (IVE JANG WONYOUNG FaceCam) @SBS Inkigayo 230423,90740
128,장원영 남친?✨️남자 안유진✨️송승헌 쀨~?!🫢 #안유진 #장원영 #아이브 #ive,90679
370,IVE 아이브 - 'Kitsch' | 커버댄스 DANCE COVER | 안무 거울모드 MIRROR MODE,89422
531,"둘이 있으면 초딩이라는 장원영, 리즈",83286
37,IVE (아이브) - ‘Shine With Me’ MV,81764
47,아이돌 덕질 이렇게 하는거 맞나? 미니브 팝업스토어,78145
297,[TJ노래방] Shine With Me - IVE(아이브) / TJ Karaoke,73995
40,킹받는 코골이ㅋㅋㅋㅋㅋ👃zzZ [아이브 리즈 안유진],73340
314,미니브 굿즈 언박싱🎁 | MINIVE | IVE | 아이브 | 리뷰 | 별별세상,72180
127,IVE 아이브 'Queen Of Hearts' MV,69727
322,[OT6] Kitsch - IVE (아이브) Music Bank in PARIS 2023 | PERFORMANCE,69096
95,[아이브 리즈 레이] 세트로 사야되는 인형 (미니브 커플즈 치즈 & 나오리),68566
488,아이브 일본 앨범 'WAVE' 사웨 미공포깡🖤 IVE 'WAVE' album unboxing❤️,67034
543,맑은 눈의 광기 👀 아이브 안유진 얼굴분석💘 #shorts #안유진,60966
521,220125 MBC 2022 베이징 올림픽 대한민국 선수단 결단식 축하공연 IVE 아이브 Take It + 멘트 + ELEVEN,59398
234,(아이브) I am 댄스가 이렇게 만들어졌다고?!! #믿거나말거나,58724
290,아이브 리즈 운전 실력,55710
58,광동 옥수수수염차 구매하면 아이브 포카를 준대 👀🦻,54356
65,퉁퉁이 - I AM (feat. 아이브 리즈),53854
397,IVE 아이브 ‘Blue Blood’ MV,51794
237,[보람씨야] I AM - 아이브 무반주 라이브 #shorts,49972
53,아이브 보컬 순위 | Ranking IVE in vocals,46738
504,230617 The Prom Queens 팬콘서트 in MANILA IVE REI 아이브 레이 직캠 - 'I AM',45186
293,도쿄 아이브 앨범깡🫧 | #ive #wave #eleven,41466
391,원어민 멤버없는 아이브가 영어 인터뷰하는 법,40407
246,밥 먹는 물고기 [아이브 이서],39246
273,❤️‍🔥 아이브 수제포카 포장 키치 AI버전 판매합니다 선착순 1명 ❣️IVE KITSCH 🎶,37397
155,[TJ노래방] Mine - IVE(아이브) / TJ Karaoke,36136
486,[Thank You Stage] IVE (아이브) l 2022 MAMA AWARDS x M2,35329
91,댕댕이로 산다는 건 어떤 느낌일까... [아이브 장원영 안유진],35321
332,아이브가 떡볶이를 먹으면 안되는 이유🤣,34997
465,IVE 아이브 'I AM' MV DANCE COVER feat ( Odd Vision ),34782
274,유진이는 배고파서 점점 망가져봅니다. #아이브 #ive #안유진 #지락실,34368
87,아이브의 은밀한 삼각관계#ive #아이브 #레이 #안유진 #유진 #리즈 #삼각관계,33883
158,IVE (아이브) - SHINE WITH ME MV 4K,33488
266,[CC해석/발음] IVE 'I AM' Lyrics (아이브 아이엠 가사해석) (Color Coded Lyrics),32936
72,아이브 얼굴 쇼,29637
461,K-POP 랜덤플레이댄스🎀|아이브|최예나|프로미스나인|주헌|최신|신청곡|,28477
445,Life is 아름다운 갤럭시💫 #IAMchallenge #아이엠챌린지 #IAM #아이엠 #IVE #아이브 #shorts,27835
92,💓IVE 아이브 ‘WAVE’ 선생님 ver. #summerofshorts,27421
573,[MAKING FILM] 안유진(IVE) - 2022 GATORADE X STARSHIP CAMPAIGN,26633
564,IVE - WAVE Live,26442
313,공포의 삼각관계 『아이고~ 무서워라~』 [아이브],26358
254,#다이브 #아이브 #WAVE #이서 #현서 #이현서,25370
390,알콩달콩한 두콩즈#izone #ive #아이즈원 #아이브 #레이 #안유진 #유진,23539
112,아이브를 학부모들이 부담스러워하는 이유 #shorts,23170
441,아이브 레이 인형 모음. zip🐣,22996
388,230617 IVE 아이브 'LOVE DIVE ENCORE' 직캠 FANCAM PROM QUEENS MANILA,21838
69,"아이브(IVE), 아름다운 빗속의 소녀들 (출국)✈️ICN Airport Departure 23.6.29 #Newsen",21771
239,"[아이브] IVE - 1,2,3 IVE (동요)",21337
93,거꾸로 치는 아이브 i am (경영학도님 음원),20973
6,[𝐏𝐥𝐚𝐲𝐥𝐢𝐬𝐭] 아이브 노래 모음 💖IVE 플레이리스트🎶,19555
449,궁극의 아이돌 아이브의 멤버별 최애의아이 요아소비 아이돌 댄스 챌린지! (유진이는 챌린지를 안해서 제외 됐습니다😅) / #ive #아이브 #アイヴ #IDOL #アイドル #챌린지,19168
86,"아이브(IVE), 꺄르르 꺄르르 해맑은 모습이 예쁜 레이~ (입국)✈️ICN Airport Arrival 23.6.26 #Newsen",17697
89,[4K 60P]230624 아이브 대만 팬콘 I AM 직캠 IVE The Prom Queen in Taipei I AM FANCAM,17530
74,"아이브(IVE), 우리 막냉이 건강해야돼 (입국)✈️ICN Airport Arrival 23.7.1 #Newsen",16598
329,아이브 안유진 아이브송 (출처 123 lVE 3 PE.6),16451
222,[아이브/안유진] 무표정 마카레나 챌린지,15926
454,230630 PROM QUEENS SG - 아이브 IVE Jang Wonyoung 장원영 CHEER UP 4K 60fps 아이브 IVE,15241
75,"아이브 미니브 파크 갔는데,예약을 안 해서 못 들어갔오요ㅠㅠㅠ #브이로그 #주말 #인형 #아이브 #여의도",13185
259,[#가요대축제] 아이브 (IVE) - INTRO + LOVE DIVE + After LIKE | KBS 221216 방송,12898
469,"[문화연예 플러스] 아이브, 정규앨범 '아이해브 아이브' 발표 (2023.04.11/뉴스투데이/MBC)",12728
311,[IVE/아이브] 아이브 구호는?,11270
591,엄마 몰래 방 어지르다가 딱 걸려버린 시윤이..? 결국 엄마한테 혼났다구요?! ㅠㅠ 멤버들에 방에 도대체 무슨 일이 있었던 걸까요??｜학생방소개｜클레버TV,10902
523,유진이랑 겹치는 거 몇 개?🐶⭐ #shorts #윤콩 #아이브 #유진 #wave,9225
181,"아이브, ""빗속에서도 빛나는 미모"" l IVE, ""Shining beauty even in the rain"" [공항]",8172
589,얼토츠등장!! 얼토츠뽑기 바로갑니다!,7491
59,IVE (아이브)-김밥 cover,7337
480,[KPOP IN PUBLIC LONDON] IVE (아이브) 'I AM' | SIDE CAM [4K] Dance Cover [ONE TAKE] | SEGNO,6813
27,요즘 난리 난리난 아이브(IVE) X 미니브 팝업스토어에 갔는데 이럴수가! 미니브 친구들 캐릭터를 구할 수가 없어요 이건 정말 말이 안돼요ㅠㅠ 아빠가 화가났어요 [사랑아놀자],6674
78,I AM(아이엠) - IVE(아이브) 리코더 연습곡 (높은파#),6000
374,"아이브 이서, 인형보다 더 깜찍한 미모 ('샤넬 코드컬러' 팝업)📸 IVE 'LEESEO' #Newsen",5717
470,장원영이 임신 만화 작가에게 언급 당했다 망했다 (이슈) #최애의아이 #아이브,5644
416,[아이브 안유진] 퀴즈 푸는 맑눈광 (👁‿👁) (지구오락실 맑은 눈의 광인 모먼트 모음),5539
111,230629 아이브 (IVE) 폭우 속 출국 Departure | 인천공항,5341
577,[줍줍 TIME] 다이브를 숨 멎게 할 IVE의 애교 세트♥ | Show Champion | EP.430,5128
452,장원영 IVE(아이브) [데뷔전~2023년 현재 변천사],5038
448,[TJ노래방 / MR Live] Kitsch - IVE(아이브) / TJ Karaoke,4622
559,4k 업스케일링 아이브 장원영 틱톡 #4k #upscale #ive #wonyoung #shorts #tiktok #アイヴ #JANGWONYOUNG #ジャンウォニョン #ウォニョン,4526
82,[20230630] IVE 아이브 First Fan Concert - Singapore [Kitsch] #ive #아이브 #singapore #kitsch #IVEinSG,4217
236,미니브 많관부 #안유진 #가을 #원영 #리즈 #레이 #이서 #ive #아이브,3904
428,IVE 아이브 'SAVAGE' MV,3849
135,[20230630] IVE 아이브 First Fan Concert - Singapore [Love Dive] #ive #아이브 #singapore #lovedive #IVEinSG,3248
15,귀에 바람 불기ㅋㅋㅋㅋㅋ [아이브 리즈 가을],2979
139,(IVE) 아이브 리즈 입덕 잔망모음.zip2📂,2910
420,"[문화연예 플러스] 아이브 정규 1집, 발매 6일째 100만 장 돌파 (2023.04.17/뉴스투데이/MBC)",2829
471,댄스팀이 춤추는 아이브 'Kitsch' 커버댄스 #shorts,2739
507,댄스팀이 춤추는 아이브 'I AM' 커버댄스 #shorts,2572
551,논란 반박💗,2389
587,i am with ive#challenge #iam #ive #아이브 #short,2193
513,[#놀라운토요일] (70분) 출연마다 레전드 찍은 4세대 썸머퀸 걸그룹 모음.zip 이번 여름은 아이브X르세라핌X(여자)아이들 썸머퀸과 여름나기 🌊,1974
490,[KPOP IN PUBLIC|ONE TAKE]아이브IVE ‘I AM’ Dance Cover-IVE Fan Concert in Taipei by Amussie from Taiwan,1859
487,HIP한 느낌이 어색했던 아이브 'Kitsch' 안무 연습 비하인드🤣,1823
433,뉴진스 민지(NewJeans Minji)·케플러 최유진(Kep1er Choi Yujin)·아이브 이서(IVE LEESEO) '남심 스틸러는 누구?' #민지#이서#최유진,1764
593,30 de junho de 2023,1757
509,[KPOP IN PUBLIC CHALLENGE | ONE TAKE] IVE (아이브) 'I AM' Dance Cover from Taiwan,1662
278,🩵오늘은 오직 오늘뿐이야 | IVE (아이브) - NOT YOUR GIRL | 가사/해석/ENG,1656
515,아이브(IVE)-I AM 무반주 커버,1570
494,벌써부터 난리난 아이브 펩시 광고,1557
588,"[ 아이브 / 유진 ] 블랙이라서,,🥲 #아이브 #유진 #가을 #리즈 #레이 #원영 #이서 #블랙 #아이엠",1551
478,장원영 빅빅 스테이지 (모음) ❤️‍🔥❤️‍🔥,1411
506,[KPOP IN PUBLIC｜IVE THE FIRST FAN CONCERT] IVE(아이브) 'ELEVEN+Kitsch' Dance Cover by NOW! from Taiwan,1373
544,다음은 누굴 변신 시켜볼까요? 아이브가 아니여도 괜찬아요,1286
408,르세라핌 VS 아이브,1273
520,만약 아이브 멤버와 하루를같이지내면 누구와 지내고싶나요?,1262
354,아이브의 알람소리⏰️ #아이브 #shorts #일어나 #보이브,1183
444,[MV] IVE(아이브) -Kitsch I K-POP DANCE COVER 댄스커버 I 안무 CHOREOGRAPHY,1166
482,아이브 I AM거꾸로 피아노 친것틀고 점프맵하기! 출처 작곡하는 경영학도,1041
586,Mukbang 빨간색 파란색 음식 챌린지먹방Red Food VS Blue Food Challenge Fire Spicy Noodle 불닭볶음면 BBororo TTeokbokki,1002
539,아이브 논란 들,986
467,Kitsch(키치)-IVE(아이브) 노래하는최미희 COVER,840
497,[MV] IVE(아이브) - I AM I K-POP DANCE COVER 댄스커버 I 안무 CHOREOGRAPHY,832
527,아이브와 르세라핌을 섞는다면 ?? (4세대 걸그룹 가상이미지),830
547,"[뉴썰] ""폭발력 있는 아이돌"" 평론가가 말하는 걸그룹 '아이브'의 매력! / JTBC News",804
360,[4K 60FPS] IVE(아이브) - 'I AM(아이엠)' @ 쇼! 음악중심 Show! Music Core 230429,793
492,#장원영 #키치 아이브 - Kitsch,775
510,아이브 장원영( IVE Jang Wonyoung),770
17,"르세라핌 · 아이브, 영국 NME '상반기 베스트앨범' 선정 / SBS / 굿모닝연예",739
426,🦋아이브 리즈 얼빡 포카 포장🫶#아이브#다이브#구독#포카 포장,726
491,"아이브 이서(IVE LEESEO), 깜찍함 묻어나는 '러블리 양볼하트♥' #Chanel #샤넬 #아이브이서 #ive #iveleeseo #아이브",716
592,리즈 돼지년 이라고 쓴 년 누구냐 진짜 죽여버리고 싶네 | 레이는 활동중단 햇었어서 다음에 넣겠습니다! #ive #dive #다이브가지켜줄게,611
534,아이브님이 주문하신 르세라핌 언포기븐 1배속 나왔습니다앙~,606
496,eleven으로 데뷔하던 아이브는 I am으로 회복한다.,577
413,[K-POP IN PUBLIC UKRAINE] IVE 아이브 - 'Kitsch' | by Yume,562
195,"[IVE] 아이브 싱글, 정규1집 전곡듣기 19 (가사포함)",559
466,[KPOP IN PUBLIC CHALLENGE | ONETAKE] IVE(아이브) 'I AM' Dance Cover from Taiwan,538
554,여러분은 아이브 안유진 이랑 몇개 겹처요? 저는 혈액형이랑 국적 ㅎㅎ 2023년 7월3일(월) 2시29분,531
578,오랜만에 올린영상 테루테루보즈그리고 색칠안함 출처 다치부계,476
540,아이브 - I AM 합작 (최종ver),459
529,아이브 Lovedive 속 '나르시스틱' 알고 보면 뇌가 다르다?! #1탄 #뇌과학,446
503,💌수제포카 포장 모음집 아이브 방탄소년단 지구오락실 아이유 handmade photo card packing IVE BTS IU 📦,442
524,댓글로 얄려줘요!!!! 아이브멤버는 누구줗아요,375
535,키치 역재생을 해보았다 ㄷㄷ(먼가 무서워짐..)#아이브#역재생,351
517,하이브가 절대 아이브를 이기지 못하는 이유,340
418,@IVEstarship IVE(아이브)-'Kitsch'Dance Cover by TrouBor from Taiwan,326
583,카타르 월드컵 조편성,307
526,[KPOP IN PUBLIC / ONE TAKE] IVE 아이브 'I AM' | DANCE COVER | IN2K FROM KZ (BEGINNER GROUP),259
484,After Like -아이브(IVE) 싱글🐬 #shorts⚘️#아이돌 #K-Pop,256
581,50명 감사해요❤열심히 하겠슴돠! QNA질문 많이 달아주세용!,230
537,I AM - IVE,213
500,[IVE 아이브] 'I AM' MV,168
519,가장 예쁜 아이브 멤버는?(여러분의 생각을 댓글로),168
561,아이브 13일 신곡 'I WANT' 발표 탄산 음료 브랜드와 특별한 컬래버 (댓글에 링크),157
582,장르로는 판타지(l am),148
533,뭔가 정상적인(?) 아이브 I AM,139
499,"[KPO IN PUBLIC] IVE(아이브)""I AM"" Dance Cover from Taiwan",136
476,저기요 지하철 가려면 어떻게 가야 해요? 아 아이브의 키치요,124
567,외마디 비명과 함께 쓰러진 종이인형 가을선배,100
228,230630 IVE 아이브 LIZ (리즈) YUJIN (유진) 'FLASHLIGHT' Prom Queen Singapore,97
566,이 공주님들 건들면 죽인다잉❤(사진에 공통점은?#아이브#유진 #가을 #레이 #원영 #리즈 #이서 #모두다 #사랑해 #알고리즘떠라,68
462,[아이브] 단체로 인생네컷 찍은 아이브 #아이브 #아이브안유진 #다이브 #아이브장원영 #아이브레이 #아이브리즈 #아이브이서 #아이브가을 #인생네컷,67
532,내 기준 아이브 리즈 아이엠 의상순위 TOP 5 5위랑 1위랑 옷은 같은데 머리가 달라서 그런거예요 #아이브 #리즈 #아이엠 신청은 댓글 열린 영상에,62
590,"[다이브로그]""나한테도 드디어 첫 회실이?""잇프,스스퀘,아이엠 주얼,가을,유진,원녕,레이,리즈,이서,아이브! 내가 세상에서 가장좋아하는거 알지??구독 플리즈🤍",52
518,나무위에서 찍은 아이브 아이엠 너무 뜨거워서 얼굴이 찌그러지는,34
576,IVE(아이브)논란 사이다 # 영상은 영상일뿐 __ 오해하지 말아요:) # 제목 다 안보고 댓글 다는 사람들 차단 + 신고함..,28
546,오늘의 쇼츠는 아이브 I am입니다. 재밌게 보시고 구독과 좋아요 눌러주세요.,25
585,장원영이 직접 작사 작곡 했다는 shine with me 오타있어요 ㅜ,25
514,아이브 비공굿 판매💕,24
553,아이브 아이엠 칼림바로 쳐보기 (성공) 김ㅇㅇ 보다 잘함! 악플금지 재 팬들한테 피해봄 악플달면 유트브 접음,15
502,눈 감고 아이브이름을 쓰면? #캡컷 #아이브 #다이브 @감쟈,13
549,아이브 앨범 공개!!좋아요를 누른다면 복이 올지도?! ⚠️끝까지 봐야함. 꼭!⚠️,9
555,아이브I AM 몰르는 분들도 있어서 알려드립니다 내일 킹카 또 알려주고 오늘 또 올릴 수는 없어서 내일이어서 이어서 그냥 보여드릴게요(아이앰),8
495,너냐 아이브 이쁘니가. 다른 멤버들도 이쁘지만 제 최애들 입니다! 자기 취향 존중! 출처:수빈,8
538,아이브 아는 사람 좋아요!!,6
552,내 기준 아이브 장원영 일레븐 의상순위 TOP 6 시간 때문에 1위가 빨리 끝났어요ㅜ 신청은 댓글 열린 영상에,4
580,여러분~~~~ 너~무 오랜만 이죠ㅠㅠ 요즘 영상을 못 올렸어요ㅠㅠ앞으로는 잘 올릴수 있도록!! 그럼 담 영상이서 뵈요,2
584,즐거운 주말인데 방 상태가???,1
579,주문하신도혁아이스크림나왔습니다 추천부탁 이름이랑 짜증나는이유댓글에적어두세요,0
563,아이브가 부른🎤 김밥! ( 마지막 부분 짤림 ㅜ ),0
